Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
25008661,The Rust Programming Language,Steve Klabnik,"Klabnik, Steve",,"=""""","=""""",3,4.46,Mozilla Research,ebook,347,,,2018/08/24,2018/08/21,computer-science,computer-science (#1),read,,,,1,0
